cafe_name,avg_rating,review,indv_rating,review_date,latitude,longtitude
For Five Coffee Roasters,4.5,"Coffee here is very strong and a bit dark for my liking Regardless, I love the bar area. It's very open and spacious. The baked goods on display look very appetizing.",4.0,2/23/2019,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Their signature drink had an orange peel in it and it was pretty great. They had a rainbow sugar cookie with chocolate chip cookie on the inside, it was pretty great. It was the perfect sweetness, just slightly undercooked on the inside (as every cookie should be), soft outside that and slightly crisp on the very outside. Matcha latte was pretty average. Would definitely come back for their signature drink and that cookie again.",4.0,3/7/2019,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,The fact that this place can keep up with the quality of the drinks they serve while dealing with the immense amount of customers they have is a huge feat. They are also friendly and professional.,5.0,3/13/2019,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,so many coffee shops to choose from...this is what the concierge at our hotel recommended. if you want a strong cup of coffee...you'll get it here... line moved fairly fast... i was a bit confused because it looked like there were 2 different lines ...but i wasn't sure. no place to stay and sit... so i went for a little walk then headed back to the hotel to finish up my coffee...,5.0,11/5/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"I've been here probably 50 times.  This is by far one of my favorite places to get an espresso in the area (they also have a full menu of coffee drinks).    The espresso comes out at the right temperature (somewhere between warm and hot, but never actually hot) Also, the espresso is never bitter. It is strong in flavor, but has a smooth finish.  The staff is very efficient and often friendly.  They also have some light sandwiches and salads as well as some pastries.  They do have some really awesome cookies, too.  There is some seating, but I would not expect to come in with 10 co-workers and expect to find a place to post up.",5.0,11/5/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"For Five is a very comfortable coffee shop in a not so comfortable area of the city. Lately it's been one of my favorite spaces to work in the area; there's free WiFi and I love the little space in the back with seat cushions and walls with dominoes all over them.  They roast their own beans and the coffee is incredible. The cold brew is especially amazing (just as good as Stumptown's, but slightly different).  I noticed that everything here is high quality, from the sturdy cups and straws to the awesome napkins. I also think the patterned cups and cup sleeves are look pretty aesthetic. You can just tell their materials are on a different level.  Oh yea, for the cookie lovers, For Five gets bonus points because it's one of the few places that sells the infamous (hard-to-find, amazing, sometimes stuffed, basically crack) Duchess cookies.",5.0,8/5/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Cool spot for coffee! Its usually busy throughout the day, but the wait is worth it. I just got an iced latte and it was great. The design and layout of the place is great and easy on the eyes! Definitely worth checking out to grab a small bit and coffee.",5.0,11/1/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"My favorite coffee in the city...and a ton of people agree with me. Gets very busy with business men/women in the late afternoon. Excellent selection of breakfast pastries, cookies, small lunch items.",5.0,3/9/2019,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"The guy working the counter was very friendly. Even though the place was busy he didn't make me feel rushed while he was answering my questions as it was first time at For Five Coffee Roasters.  I asked what breakfast sweet I should get and he told me to get the double chocolate cookie. That cookie was AMAZING so I thought I should make a review. Hopefully, they continue creating new cookie combinations because I want to keep coming back.",5.0,3/8/2019,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,Decent latte and nice art work on the wall. They also have pastries and lunch options. They are on Ritual app but don't expect coffee art when ordering on Ritual.,4.0,1/28/2019,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"A few reasons for five stars: 1. Convenient location for mid-work day coffee breaks 2. Oat milk available 3. Incredible cookies that probably have crack in them 4. Though I've only tried the spanokopita (v. good), the other food also looks amazing 5. Strong coffee 6. Matcha latte tastes like I'm drinking mouthfuls of grass, and I love it 7. They have cupholders for cold drinks! And ones that don't melt from all the condensation! 8. While not cheap, also not more expensive than other similar coffee shops (Bluestone, Blue Bottle, etc.)",5.0,6/15/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"I visit here frequently during my trips to NYC to get my coffee fix. They make a really good iced latte. Inside is very modern chic, vibrant, and clean. The workers are very efficient. Seating is limited. Perfect stop to get your anytime coffee.",4.0,10/31/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,Good cold brew (as everyone else is saying)  Note to self: Remember to try the cookies next time (Duchess Cookies),4.0,7/13/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,I love this coffee spot. Big bright cafe with heaps of seating. All the staff are friendly.  Coffee is good - strong and yum. Definitely going back :),4.0,5/22/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"My go-to coffee shop before/during/after work. Serving good coffees, Dona Chai is so good. They also have various breakfast items.",5.0,11/28/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"This is a great little coffee/pastry shop that I didn't know about until I saw their yummy posts on social media. Their filled cookies are THE BEST! Better than most bakery delights. The cafe is very modern and their baristas are super nice, posh and welcoming. It feels like a modern cafe with a homemade atmosphere. Definitely a pricey spot since it's located in the theater district but worth the splurge.",5.0,9/5/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Tried the Gotham mocha, it's a bitter coffee more on the dark chocolate side. It's pretty good, but I enjoy dark chocolate and the bitterness, if you're more a fan of white mocha drinks you may not enjoy it as much. The ambience and design of the coffee shop is cute/hipster",4.0,4/23/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"I love it.... The coffee tastes better than Starbucks and the personal heart foamed art is perfect!  You don't feel rushed and the barista I encountered was helpful and friendly!!  I highly recommend this place, I just wish there were more in the city... I have a 40 min walk but worth it!!  Also, chick-fil-a is on the corner!!  Double score!!  LOL",5.0,3/10/2019,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Still a huge fan, I'm there all the time. However, I just wish the blond girl barista could act a little bit nicer...her expression is stone cold and it's just not enjoyable.",4.0,8/21/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Stopped by this gem in the morning before going into work and it was well worth it! I wanted to try the five but they didn't have any chocolate. The Five is a coffee drink with 5 different ingredients, which I think is so cool and unique. I ended up ordering a flat white but I am definitely coming back to try the five drink! The flat white was great, didn't need to add any sugar to it. I think I found my new coffee shop!",3.0,1/31/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Wow, I am a big fan! I really, really wish that my office was just a bit closer to this café! To start off, this place has a very modern and inviting décor, love it! There is a big display of pastries upon arrival, how welcoming! What makes it even better is that it is locally roasted in New York City.  At any new coffee shops that I try, I go for cold brews and americanos. Both are solid choices are here! I drink all my coffee black and without any sugar or dairy. I really enjoyed the flavor of the coffee here. It is really good quality.  The back seating area of café is an ideal place to chill out for a coffee break. I do look forward to come back here some time when I am not in a rush to go back to my office and in my casual summer clothes!",4.0,9/20/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"I came here for the cookie monster duchess cookie which is kept under a heating lamp so it's not rock hard, but it was. I also got the spanakopita that was under the heating lamp and it was cold. For there to be a tip line on a coffee spot, they should put the food in the toaster oven before serving it to me. How can you be a coffee shop without a bathroom????",4.0,7/5/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Place is nice. Barista is pretty curt and rude. Chai latte is ok. Also, you can reserve tables which I thought was fairly interesting.",5.0,11/25/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Perfectly simple, lovely coffee shop. I scored finding this place because the tour bus I'm on parked right across the street! Love that they roast their own beans, I grabbed a bag for when I go home. I got an iced americano and it was great.",5.0,2/28/2019,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"I got the matcha latte with macadamia milk - unfortunately the milk itself doesn't taste very strongly of macadamia (whereas almond milk is very strongly almond-y), and the matcha is lacking in concentration (i.e. too much milk which causes the drink to just taste like flavored milk).  The staff here were not very friendly or helpful, no one talks to you aside from taking your order - it gives off a very cold feeling (when you're used to coffee shop baristas having an open and welcoming feel / persona).  If you take a look at the menu, it's very confusing because a latte is 4.25/4.75 (which is made with espresso) whereas a matcha latte is 4.75+0.50 = 5.25 (which doesn't have espresso but does have matcha). It's a very odd way of pricing - I would have felt better with a more transparent menu that states a matcha latte is 5.25 rather than their weird ""matcha shot"" +0.50 line item.  Either way, I'm sticking with other matcha options in the cafes less than one block away or just making my own from now on.",5.0,7/28/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"An unexpected oasis in the heart of Midtown.  My coworkers always come here when we want a bit of a walk, because ""getting coffee"" is never really about getting coffee, it's about taking a step off the desk, gossiping, and treating yourself. It's a step up from running across the street to Financier or Starbucks. The space is all blond wood and artsy touches, from the cafeteria-letter menu to the hip wallpaper to the graphic design of the products. Very few seats, though, and most people grab and go.  I've now worked my way through almost two punch cards, largely by getting matcha shots. This is the only source of frustration that I have-- if you're with a group and the shop is busy, they will usually put off making it until the end since it's a bit of a hassle to mix. Their matcha is good quality, though expensive at $4, so I would rather get a fancy coffee creation for $5. (Pun intended.)  I just tried the ""Five"" today-- espresso, drip coffee, chocolate, and orange peel. I like the bittersweet flavor, though it's a lot of caffeine for me.  Bonus points for occasionally giving out free samples of pastries in the afternoon.",5.0,1/10/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"I was really looking forward to trying this place out. The coffee was great, I love the layout and decor of the place, there are some tables in the back and counters all along the walls. As great as the coffee is, the staff was another story, it's not that they were bad, but they weren't very friendly or engaging. We were there on a Monday morning during off hours, it wasn't busy. I placed my order, it came out quickly, it was called out but that was about all the words exchanged, no ""hi, thanks"" nothing, look I get it if it's busy, it was not.",5.0,6/14/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"This cafe has my favorite cold brew. Ever. Every time I come here, I want to try something else on their menu but always find myself ordering a cold brew by instinct. It's also just very convenient because it's in a great location where I can stop by on my way from port authority to my office. They're also on ritual too, so I sometimes swing by and pick up my coffee. However, the staff here is very friendly so I enjoy my experience whenever I do order in person.  For instance, one day I ordered my coffee and this purple cookie caught my eye on my way out, so I asked what it was and the barista told me it was a Cookie Monster cookie and explained how it was sugar cookie on the outside with chocolate chip cookie on the inside. I ended up buying one and it was so delicious and tasted even better with my coffee.",5.0,12/10/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,Great coffee shop near time square.... Who would have expected? Good coffee and good eats at a reasonable price. Nice option.,5.0,7/9/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Great place to hang out with friends if you need a break from the city or to come and work or just read a book. They have a rather extensive menu of drinks and can make whatever coffee drink you want into matcha.  My iced matcha green latte was refreshing and satisfying, and most importantly, not sweet - they whisked the matcha straight from a bowl of powder in front of us. Its modern interiors and fun wallpaper gives this coffee shop a cool vibe that I can jam to. No restrooms though:(",4.0,1/3/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"I work in the area and have been coming here since the day it opened. Simply put: It's the best coffee shop in Midtown.  They offer a wide array of food and drink choices. Their coffee is incredible, and their cold brew is especially good.  The interior is modern and stylish, and staff is friendly and quick to remember a face making it feel like a friendly neighborhood coffee shop.  If you're looking for a great spot to get a cup of coffee, this is the one.",5.0,5/31/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Really excellent coffee, very good choice of pastries. The almond croissant is in the direction of Italian style, not so Parisian, with an nice custardy interior. Spotlessly clean, it was nice to see the manager wiping down every nook and cranny on the counter. Check out the domino room in the back, might miss it if you don't know to look for it. For this neighborhood, it's so nice to find a genuine business, and not just something for tourists (plenty of local people stopping in on the way to work). Will stop back.",4.0,6/8/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Previously, only Little Collins or Blue Bottle works for me. Now adding this as a solid number 3 to my list (midtown).  Ps the cookie is WARM at 10:30am! Love it. On the inside you have a runny cream cheese like texture, as the name Oreo Cream Cheese suggest, but personally I am not a fan of how this cookie tastes. Too dry and chewy on the outer side and too thick and sticky on the inside",4.0,6/15/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,I ordered matcha latte with coconut milk. It was very bitter. But the people there were really nice and I liked the atmosphere there. I'll try a different drink next time!,4.0,8/25/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"4.5!  Great coffee shop that my boyfriend and I stumbled into the other day when we needed to just kill some time before meeting up with friends.  I got the small latte, which I thought was one of the best I've had. Good flavor, not too expensive, and they put the heart on the top in milk (really what more could you ask for).  The best part was that we helped the workers look for an item someone had left behind at the spot where we were seated and they gave us a free pastry to say sorry for interrupting us, so nice, and so delicious!  Overall a nice vibe and good music playing, not a ton of seats and unfortunately no bathroom connected but I definitely recommend this place!",5.0,10/8/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"I have a very strong feeling that there's a guy who makes up prices on the spot. I started coming here like a month ago because they had oatmilk (which they rarely have out anymore, so this place is dead to me). First day, this awesome dude (instagram.com/p/BpkZl-HF…), charged me $2.50 for a small drip which is exactly what the menu says. The next day (literally the day after), the black dude with the glasses charged me $2.75. I went a couple more times after my sloppy second. Same dude, same story. Most likely this fucker is charging me more because I don't tip. Bruh, tipping is optional. In fact, I would've probably tipped you if you actually charged me the right amount.",5.0,12/19/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,Great experience! The staff was very friendly and personable. The coffee was probably the best I had in NY. I had a lavender cappuccino and it was flawless. The shop is simplistic without the cold and sterile feel. Definitely recommend this shop when you're in the city!,4.0,12/9/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"This place, I can't even explain how good the coffee is. The employees are the best they treat me like family each day that I go in. I go in and they already know what I like so it's ready each time! I would recommend any coffee lovers to go grab a cup of greatest.",5.0,6/6/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Coffee and pastries are great (and they know how to make a good cortado!), but just overpriced in general. It's a good midtown spot, though, to get a good quality cup of coffee and sit down.",4.0,12/14/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Ordered a mocha and cappuccino.  Cappuccino better than the mocha.  Would go with a five but the staff was blah.  Pleasant but not really friendly, not in the not having a conversion sort of way but in the doesn't smile or greet you.  Still, we will return for the coffee.",3.0,11/10/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"For Five Coffee Roasters is my favorite coffee shop in midtown Manhattan. Their coffee and their matcha latte is absolutely delicious. I also had a sugar caramel filled cookie that was to die for (prepare for a sugar rush!) Employees treat customers very well. There is WiFi and a couple of larger tables in the back if you want to sit down and set up your laptop/do work. It is very open and inviting - and it is in the same building as Convene. If you're looking for a great cup of coffee, a treat, or just a place to sit and kill time, definitely stop by For Five Coffee Roasters.",4.0,6/12/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Hold up, can we talk about the domino wall paper? Super cute!  The little nook/den in the back is perfect for intimate meetings, catching up with friends, and work. The cafe is spacious but with very limited seating. It's more of a grab & go-type place than a sit-in. That aside, the latte pouring here is superb and yes, there are no sweet matcha lattes here (*victory dance*)! My newfound love in midtown.",4.0,3/22/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Stumbled in here when I was looking for a solid coffee place around Times Square. Was impressed by the setup as soon as I stepped inside. The interior was bright, spacious, and immaculately clean. Like how they have counter seating directly opposite of the registers.  Menu was posted directly behind the counter area. Ordered a mocha and it was ready in about 2~3 minutes. Mocha was dark and smooth. The chocolate was definitely present but it wasn't overly sweet at all. It was really good!  Would definitely recommend checking this place out.",5.0,2/17/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,Briefly stopped by here while walking near Times Square. Ordered the latte and it was quite good. Decent amount of sitting space. Has WiFi. No washrooms.,5.0,10/19/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Great quality latte, whole coffee beans, clean and fashionable interior. Looks like a cool spot for coffee lovers or young professionals in the area. Price range is on an expensive side. The space is rather small but they have cool seating areas.  The interesting thing is matcha shot made with traditional tools.  Free wifi is good for someone who wants to work on laptop, but there's no restroom inside.",5.0,7/31/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,Rediculous! Came here twice to get a cookie and coffee and it is closed ! Hours are until 4 pm on the weekend and 30-40 min before closing time they are already closed !,5.0,8/18/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"So happy to find another amazing coffee shop!!! I got the The Five coffee (coffee and espresso, dark chocolate, half & half) yummm!!! Baristas were super friendly, gave me Nutella bites as complimentary, and they were delicious, not too sweet! Wish it is only 1 min walk from my place, but, 15 min is not too bad on a sunny day!",5.0,3/15/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Cool spot to stop in for a quick coffee. I ordered the Five, and it was good, not overly sweet, but still flavorful. The cookie was a tad disappointing, I must admit. The inside chocolate chip cookie was good, but the outer blue sugar cookie was pretty bland. As far as atmosphere, it was a cool space, just very tiled and loud with everyone stopping in after work, but overall, a really nice experience.",5.0,9/14/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Had the drip. Coffee was more of the sour variety, but not too overly sour. I'd probably go back if I were ever walking by.",5.0,7/16/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"I don't know what else new I could say about this Midtown coffeeshop? This gem is everything that could make your mornings more cheerful than your average, depressing wait in Starbucks. I also used to go to Simon Sipps in my office building until I found a place with a more creative menu. Cue For Five Coffee Roasters!  The drinks are well-executed with the utmost attention by the baristas. You could really tell that the team work together instead of doing things in a mundane assembly line fashion. My favorite drink is the Dona Chai latte on the menu. It has a nice, spicy tang to every taste. Not too sour and not too spicy. Note that you can also purchase the chai concentrate from Whole Foods (closest is the Bryant Park location) - which retails at a cheaper price. Otherwise, I also get the cappuccino with soy milk - topped with a velvety layer of foam.  The decor is bright, open, and fun. The waiting area creates enough space for you to walk around and stare at the high ceilings. The last thing on my mind is to take a break and go to a coffee shop that's cramped with angry corporate people. For Five Coffee Roasters make sure that this is the perfect cubicle getaway for you.  Highly recommend!",4.0,6/26/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Sure when you are in Manhattan you can get coffee at Starbucks like, on virtually every other block.  However there are times you want something a bit less crazed and more sophisticated feeling.  On a recent weekend trip into the city, For Five Coffee Roasters was the place I went to for this experience.  Set inside a larger, modern looking building, this space is very bright and elegant looking.  The large glass in front lets light pour in and the seating is very comfortable with a series of tables and seats set up in a small area towards the back where you will even find some power plugs to charge up your phone.  The staff was very nice when I asked them questions.  I bought a coffee (served in a mug when you eat in) and a yogurt with fruit.  The yogurt was great, but there were too many sweet elements in it (such as raisins and other dried fruit) for my taste.  I would have liked more yogurt and less of the fruit, but that may just be my personal taste.  The coffee was very good and full of flavor.  In addition to pastries, coffee and tea, For Five also sells coffee beans, chai mixes and other food items to bring the experience of the place home.  I enjoyed my visit to For Five Coffee Roasters and look forward to going back.",5.0,6/25/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"20 minutes before closing and won't make a pour over or espresso... Really? I can make a siphon coffee at home and clean up in less than five minutes. This is the first of literally over 50 third wave coffee shops I've been to across the world that told me they can only serve tea and house drip because the other drinks takes too much effort. I'm sure their coffee is awesome, but the workers need to not be so lazy as to start closing shop 20 minutes before closing time. Change your shop closing time to 6:30pm please. Thanks.",4.0,5/25/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"We were pleasantly surprised to find a great modern coffee spot near the Times Square. Loved the modern stylish interior, great baristas, delicious coffee and pastries! Yes, pastries! Fresh and delicious - great pairing with your coffee or tea. Great place - will definitely come again!  One little thing worth only half a star - no restroom, so please plan in advance.",4.0,1/26/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,The cappuccino I ordered was great. There was enough seating and the staff there was friendly. I liked the ambience and I plan to come Back here when I go back to the city.,4.0,12/24/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,Best coffee I've had in 2018 - great place to have a quick caffeine pick up. Love the modern minimal look and their pretty insta wall!,5.0,1/19/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"I want to give 5 stars but I just can't stand one or two of the baristas that works in this cafe. They have no sense of urgency. There would be lines of customers and they just chat with each other, joke around and take their sweet ass time. Dude! If you are reading this, hurry the f*** up!",5.0,12/5/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,Great coffee!!  Great staff!!  Their coffee is roasted in the heart of queens. A different variety of coffees are available on location. Some of the best espresso I've had in years. Smooth aftertaste and not as bitter as all the mainstream espresso out there. I also had a cold brew that was out of this world. They also have a selection of sandwiches and pastries that I will have to try on another visit.  If you're catching a Broadway Show or just visiting Times Square stop in if you are looking for a more personable coffee experience.,4.0,9/25/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"For Five has everything I'm looking for for a good coffee - spacious seating, yum coffee, and most importantly, nice baristas. I kicked in a bit earlier than their usual open time, yet everyone was ready to serve their great coffee.  Their menu was quite extensive - aside from the regular espressos, they also serve signature lattes, and of course, the renown matcha latte. Beans were roasted locally in NYC, with origins around the globe.",5.0,1/11/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"I'm constantly complaining about the dearth of solid coffee shops in the Bryant Park area...well, WAS complaining, because For Five is the answer to my bitchy prayers.  Roasted in NYC, and just about everything here is an homage to NYC - from the logo reminiscent of old subway tokens, to the wallpaper summing up my years of people watching here.    The most important part is that the espresso is good. Real good.  Sure, it's fun to see a latte made using spouts coming out of the countertop, but the latte had better kill it - and it did. Baristas are clearly proficient.  There's adequate seating and a nice vibe. Whole beans for sale, with many blends to choose from, alongside barista favorites like the Acaia scale & Bodum French press.  There's a pretty solid food menu that I'll have to return for.  To summarize: For Five is a great way to stay local without sacrificing quality.  Glad they're here!",4.0,1/19/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Excellent coffee, service and cookies! Churro cookie, matcha lavender... I need to go back to try them all.",3.0,6/7/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,Cute upscale coffee shop with clean modern vibe and great coffee  and assorted drinks.  Definitely recommend getting the Five and a chocolate scone here,4.0,4/25/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Local roastery from my borough gets their own coffee shop in Midtown! That' a win for For Five.  Midtown is getting infiltrated with more and more small coffee shops (watch out Starbucks!) and having For Five is a great option to the growing list. The baristas do a wonderful job with their craft. Having a good barista can bring out such finesse in what comes out and the flat white was superb. As a coffee aficionado, I'm always game to trying new coffee and For Five is a welcome addition to the coffee scene in NYC.  The decor is cool, modern with the monochromatic black and white and wall with the dice. There's plenty of space in the back to hang out too if you want to bring a group of friends or your laptop to do some work.  Happy drinking and remember: Don't deny, satisfy!",4.0,1/6/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"We came here on our last day in the city and it was by far our favorite coffee place out of all the ones we tried. The atmosphere was very cool, the staff were all extremely friendly, and they played good music. We tried the cold brew and a matcha latte with lavender syrup which were both incredible.",5.0,6/22/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,This was a super cute coffee shop. I stopped in to get a Duchess cookie that they sell there. Oh my goodness it was amazing! I got the caramel and it is highly suggested. The barista was very sweet and they seemed to have a lot of other good food and coffee.,5.0,6/20/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Excellent coffee place with modern interior, cool staff. I had Americano and hazelnut bites and they were great. Perfect for Manhattan!",5.0,5/5/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,Amazing Coffee not far from Times Square. Cold Brew with Almond Milk was Amazing! Great trendy vibe and minimalist decoration.,5.0,11/2/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Delicious coffee and wonderful, friendly service - having this coffee shop near my office is the best part of my morning.",5.0,6/8/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Great spot in midtown for all those coffee snobs out there like me!   Staff are incredibly friendly and welcome me warmly every morning I swing by, can't go wrong here!  Cool fit out and natural flow of the place makes a lot more sense that other cafes in the area!",5.0,6/7/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Coffee is decent and snacks are good and when owner is present, the service is very nice. Lately going downhill as new staff is a little grumpy  Little annoyed the other day when they charged me $4.50 for a cup of small tea (putting Irish breakfast tea bag into hot water is not that much work)",5.0,6/5/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,Green tea latte with lavender syrup = hellllll yasssss!!!!! It's gonna cost you extra to add the flavored syrup but worth it.,4.0,2/26/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Stumbled across this place one day in city in between lunch and bway show and SO glad I did. This place is pretty, creatively yummy and those cute boys behind the counter were SOooooo sweet and helpful (I kinda wanted to adopt 'em -- big sista hollllaaaa).  I got a matcha green tea latte and it totally hit the spot.  Great place to hang, enjoy the ambience and just enjoy your favorite warm beverage or discover some cool new one.",5.0,4/15/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,This place is great!! I got the FIVE and it's delicious! I used the Ritual app for the first time and got my coffee for free because of the $5 credit I had! I will be returning to Five Coffee Roasters!!,4.0,12/1/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,Best coffee near Times Square  Fresh roasted!    Good simple healthy breakfast items as well.  Friendly staff,4.0,1/21/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Most pleasant coffee shop experience.  The people who work there are so friendly. I start my morning there everyday and they remember my order. They really make it feel like a neighborhood spot. A true gem in, not too charming, midtown Manhattan.  Besides the great service, I LOVE the coffee. I mix it up between hot, cold brew and sometimes a matcha latte. All fantastic. The coffee is made behind an open bar, you can tell they really make the coffee with love and care.  They have almond milk(!!) out by the other milk, lids, sleeves, sugars. The napkins are very nice quality(odd thing to notice, i know).  The baked goods are so tempting everyday. I try something now and then. Everything is so fresh. The chocolate scone is amazing! They also have little cookies filled with Nutella chocolate, they are SO good, make for a nice gift too if you are going to someones home.  There is also always water with fresh fruit, nice touch for when you are waiting for your coffee.",4.0,6/21/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"They have a surprisingly large space and a good amount of seating for being in midtown, which is great if you need to work, or kill some time. The baristas are nice and helpful and the built in espresso machines are cool. It's great that there's an independent coffee shop in the area, especially one with as much style as For Five. Their cold brew is delicious and full bodied, and their pastries are fresh and interesting! It is a bit pricy but the quality backs up the cost. Plus I love that they have a punch card!",5.0,3/12/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Tasty snack and food options for a quick bite in the morning or lunch. The coffee roast is nice and smooth. Good lattes and espressos. Unfortunately no cappuccinos :-( like most artisan coffee shops, they haven't mastered a cappuccino which is ""not"" a latte. A cappuccino has a quarter of the milk a latte has, it is superiorly foam and froth on top of expresso. Love the black coffee, lattes and expressos but after the third so called cappuccino, I'm done with those.",5.0,3/26/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"While I was waiting for a nearby store to open, I stopped in to get a double espresso. It is a nice sized space, very upscale and the espresso was good. There is also a selection of baked goods available. When i am in the area again, i will stop in.",4.0,9/15/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"Very nice coffee shop))) I come here every morning. My favorite is almond croissant, spinach pie and musli. All stuff are so friendly and helpful. Thank you for my good mornings ;))",5.0,6/13/2018,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,"This place is fantastic! This is my go-to catch-up spot in midtown and every time I go, I always leave feeling happy and full! I've tried their chai latte with whole milk and matcha latte with almond milk and loved them both! The baristas are very knowledgable. They were able to give amazing drink and milk pairings suggestions! The first time I went here, they gave me Nutella filled cookies on the house. And when I thought this place could not get any better, the second time I went, the owner/manager gave my friend a free bar of chocolate worth $10 when she bought one. I will definitely schedule more meetings here in the future and I am excited to come back!",4.0,7/26/2017,40.7578419,-73.983183891235
For Five Coffee Roasters,4.5,Delicious coffee and an amazing environment. Their wifi is great and this is a great little getaway in the middle of the times square area!  To drink: got the macha latte with macadamia milk. Creamy and delicious. For the specialty milk fans this place is absolutely great!  Ambiance: great place to get work done. Amazing music and vibe. Very comfortable seats!,3.0,3/2/2017,40.7578419,-73.983183891235
